
Loaded base model.

Checkpoint Frequency: 120
Date of Dataset Used: 20250221
Learning Rate: 1e-5
Iterations: 1200

Epoch: [0][0/17]	Batch Time 31.826 (31.826)	Data Time 27.791 (27.791)	Loss 26.1542 (26.1542)	
Epoch: [62][0/17]	Batch Time 37.903 (37.903)	Data Time 31.874 (31.874)	Loss 13.0439 (13.0439)	
Epoch: [63][0/17]	Batch Time 40.182 (40.182)	Data Time 34.595 (34.595)	Loss 13.7186 (13.7186)	
Epoch: [64][0/17]	Batch Time 38.936 (38.936)	Data Time 34.409 (34.409)	Loss 12.7891 (12.7891)	
Epoch: [65][0/17]	Batch Time 59.347 (59.347)	Data Time 55.291 (55.291)	Loss 13.7078 (13.7078)	
Epoch: [66][0/17]	Batch Time 35.526 (35.526)	Data Time 31.202 (31.202)	Loss 13.3262 (13.3262)	
Epoch: [67][0/17]	Batch Time 42.672 (42.672)	Data Time 37.806 (37.806)	Loss 13.4454 (13.4454)	
Epoch: [68][0/17]	Batch Time 33.765 (33.765)	Data Time 30.324 (30.324)	Loss 13.0393 (13.0393)	
Epoch: [69][0/17]	Batch Time 35.324 (35.324)	Data Time 31.145 (31.145)	Loss 13.2702 (13.2702)	
Epoch: [70][0/17]	Batch Time 40.582 (40.582)	Data Time 35.240 (35.240)	Loss 13.4237 (13.4237)	
Epoch: [71][0/17]	Batch Time 35.754 (35.754)	Data Time 30.918 (30.918)	Loss 13.4293 (13.4293)	
Epoch: [72][0/17]	Batch Time 38.838 (38.838)	Data Time 34.031 (34.031)	Loss 13.6956 (13.6956)	
Epoch: [73][0/17]	Batch Time 36.551 (36.551)	Data Time 32.198 (32.198)	Loss 13.4697 (13.4697)	
Epoch: [74][0/17]	Batch Time 35.765 (35.765)	Data Time 30.968 (30.968)	Loss 13.1683 (13.1683)	
Epoch: [75][0/17]	Batch Time 38.038 (38.038)	Data Time 33.053 (33.053)	Loss 13.1215 (13.1215)	
Epoch: [76][0/17]	Batch Time 47.011 (47.011)	Data Time 42.209 (42.209)	Loss 13.0893 (13.0893)	
